id,probabilidad_paga
9/Ip11vsFGUAvkzUKyaw2Q==,0.3337325540148036
sMwC26XtjsZW2FR20n2xZA==,0.33374467901978033
YtGBoKHTjkO/cLBwy2AqOg==,0.33389442817105425
Q9EeIu4D4ECctL9cPNrCMg==,0.33389442817105425
j/TJ2gUWFZq8Df8emCn7jg==,0.3340451408593878
3PDnypqx0zzIGbUFLZSOSg==,0.3341469368188677
Wm1prNYNYQI5KIthQLhuWw==,0.33427644897806863
mv5ALiZ1VFUclbMDpF9Aow==,0.33438529463638106
jOsVX39t+9ZTLcU3VUYR2Q==,0.3347537490245091
DkvtUrQpg5NSVnS0+hxnWg==,0.3349933607614155
jlA6JALE+sWzOCvGTOwlaw==,0.33504875732502826
vI9uk9pWO7IUaddczlwAPg==,0.33506208798711395
pJWSlcjkdkdSUHVlUGK0Cg==,0.33506208798711395
GGjrhiqhp+w+qtoo6d+2Rg==,0.3350680391689162
f1Yc4MdUG0aeydMLZMxe8g==,0.3351128685825255
ed8tvxfvel4Yu6PIlYtH8w==,0.3351128685825255
u/a/4ECyez2X7hfgSlrLMg==,0.3351128685825255
vUafz62/YH5FjCs/lqDMpA==,0.335225639816389
zl4o/gUsKMfzLa8BzlTYMQ==,0.3353348743968276
6+9K1Er9xb5b1xPMubLGJA==,0.33546571228087324
5hm9MDvAv5RvyoB0/yY4WA==,0.33546571228087324
RDzX+GutuANhMLQCQu4LNA==,0.33546571228087324
mNc8eai4xs/QsCazvyFWUA==,0.3357022029732298
xtxy/IMDrFAipRaHNSTAVw==,0.3357709665062606
9Mm/cGsi2qrwhP1gFNUy3A==,0.33610263646695476
eN444S5onGHO4rwQHSI+Xw==,0.33619122162424137
qWOccVEdX0DZxTxOZ/RWsA==,0.3368049648718534
+3DcUQ7HnHHWLVrrp4CC6w==,0.3368095083422261
xr+vT08JfgrQsO4xhicTNQ==,0.33685101788105254
wH5pQDu0RqGa4lBSKUvMbw==,0.33685101788105254
5WduQhDGaZj5H8rHiS9VYg==,0.3369092794721087
u0qhh4tz+Fcou55ILxJGEg==,0.33731945716121836
mknPa4dRxeYAqzUayy/WjQ==,0.337537333309392
srIe+IHcZHViplbOcIgkOA==,0.33779092089240004
VexbKOqp7pf02fSNhZptNQ==,0.3379852910766937
AKrrnxBX0ya0b0Z0uMksbA==,0.3382701681205692
pOdDcTAZDlwTTCHQ1srq3A==,0.3388941753986152
cokhPeep6kMdnMu3+UDeRw==,0.3388941753986152
TvFLE8/Jt9hCs3eMRAv1Lw==,0.33919389378464293
C1Uy1xGcoDNB4dco6lg1ZA==,0.33941596076223485
sRLe23nfy+NPQR6JHxXWqA==,0.33953137277585577
8AsepgP/5fv0o1KOpDy//w==,0.33967283699789497
SUNkLrIxvDgaNUc/+5IjCg==,0.33967283699789497
4BRLV3aO9rlhQY1ef8YuUg==,0.3398252999643384
zLXCRKMhvgQLDb6TeCD5gQ==,0.33989291517444753
H+KQAPQUTL4icvLaBMtrng==,0.3399646528709176
Be9JBRmYM7irBP62XGU3UA==,0.3401339794966908
6zihvZYKLS33qFBt4XOklg==,0.34016932842576475
26zijm6RybsUT6YiHBQGLw==,0.3402056973950397
ff21yQRZkRxgHuEucrWyaw==,0.34108458017050464
eqymWjSSjXiuOHMqKZH+iA==,0.34116951266635603
9moolKpbfb0WsqXFzgT7Gg==,0.341331457106808
t63/QL8NCxgmNct8LYUzCw==,0.3414993586157605
lcngekNBLhk2xt5SLy4mkw==,0.3416010353298617
JKFk/pYAbTcanZa18pFB2g==,0.34164463019383345
XHP2l12icilgUjTKBfQTlg==,0.34164463019383345
/+qrjF3WSiSGtMDQx5Imfg==,0.3416818456677561
GHrzge2sQWZGjK1C/mV5Qw==,0.34202662051377875
8YbWBsBce9IuRSyb1bGCpw==,0.3422018051072283
5VWs7XSwDedWjVSSfPExSw==,0.3424048896512074
mpYyTocRhuf9tXAXVv9IJA==,0.3427048628015346
4c49hIvl9RNZtf3ORiO2Xw==,0.34274994274349274
aeaTT5FI1pzjNVNGdhrpsA==,0.342751456575003
TGeiNycjr7jqPhycb6Yj/A==,0.34315596491975875
9csptGyjO+CDVZl/j7dMfg==,0.34315596491975875
B9Euh40p9s9QmSV1J1pq+w==,0.34315596491975875
5DABZgEFMOfoHmwTIVSqmQ==,0.34364527452324717
IPZkN8GB6iKhwSTCJvyHgQ==,0.34364527452324717
pzm/csokjmnmQgJQHqHceg==,0.34364527452324717
RChmb15/X8nQatHRYa0kLQ==,0.34379068111297706
4N4SVDShtfWdKsvhFdXP2w==,0.34385026470608976
p/Qf4ZnFJ974uwbY1Wifdg==,0.34399195813701094
/wfGShrHnWwdHKRjK3fpZw==,0.34399195813701094
hKkkLX5jiET9Hyl3ley/OQ==,0.3440810826024609
q3xuZZpBpVrktW/IBNlQSA==,0.34420857746462724
d51UtdwovMDNCsxlpG4N5A==,0.34438719711280696
7rkz1phUHs7YjlXuW4uSPw==,0.34438719711280696
NOoYR37ApnzWvNEVfqp+IQ==,0.34438719711280696
rf9/BFOW/tDrqEXm1+L5tw==,0.34438719711280696
BNjPeAelQseW25M0cau4sw==,0.34438719711280696
lAMB0n2UeY8Girgod0nmOA==,0.34438719711280696
Atvv7FKquN+u0bzlVL2A9g==,0.34438719711280696
GqWwPaaeKiHdUaxeCYbX2Q==,0.34438719711280696
6QiJ+H4HeVZ2+0us7SbZpQ==,0.34438719711280696
qUGVk2cKA6tPhAL7qo8ltQ==,0.34438719711280696
j8ckae4dXiDpkmjI+Ndamg==,0.34438719711280696
8pKkRkqJ2SmSCudEz4RPnA==,0.34438719711280696
4q1tkLKULgVgDp40iu5dQg==,0.34461512780656434
Iw5rWOrYhkuv9XubvtOfeQ==,0.34470874253718925
+WssDCoagC/tlFs4XMcTHA==,0.3449561027091363
Elut8Tw+liJgUU6mYvg0mQ==,0.3450271340132405
Oj5OQBMxUUNtQ4xUD6gk9A==,0.345205699234229
ykY7lVP8UMJUPxynWfJ1MA==,0.34522768283623456
WFNpQg6Fb3g9EJtJOkaygA==,0.34525819016310005
uey4f39zivPapfZhmRVwyw==,0.3453021670591734
VjrHCKX2swPAUj4EnN3/NA==,0.3454762906410633
RU86HISorZFTJs54R4BVMQ==,0.3456093670155964
vFBdyfzY1mPoET3zyFNzTw==,0.34568184434325677
1+akwcwm+wzb7E4aOxFDOA==,0.3457084707215201
hDbwuJsRGiX47KNZm1XrgQ==,0.3466246640571889
3FC8nc/BpZ/OQ3grOemH4Q==,0.3467632150696277
9QrrrSHBu9N7HHXqHMiz8A==,0.3467632150696277
KqtWlE54Tb9KGE2HY5eNfg==,0.3467632150696277
dxC838mLGhK556kL0bByRQ==,0.3468354611504766
PSxFWsPaRESJkaz6NC6tHQ==,0.3468402388598266
87zqS6QXCRU5h/cay/RLRQ==,0.3470541676604871
ZLHEj7SZKnZBPO7ayGScyw==,0.34759116924221867
5XqRY5OL/Hsi9TCgFt+Jfg==,0.34767044922323903
nu0zFDdxAqOuenYT7BPqKg==,0.34767044922323903
vv9OvimM+aEz+7BzEOxqfw==,0.34767044922323903
9rdd2F4VQ0KP+lCXpKVALQ==,0.34767044922323903
IX1oOtogPCyBoE2z6xt37g==,0.34767044922323903
lEKXkMetkUjcKCejTpcPVQ==,0.34767044922323903
B5qpDJGMD/DA1oxbZ3kWfA==,0.34767044922323903
rJvrjP4V7g6MRnGPy4ZieA==,0.34767044922323903
/GljEtAczIqznjOaYKbhbw==,0.34799536928545616
djjvQ1bvVxtWZea/sb9t+w==,0.3481472882216809
in4iTFAmlhTBy1z45CXTMQ==,0.3482142444354391
hojI9fhhfptwQJrYxDoMAw==,0.3482142444354391
